dataset,algorithm,goal,run,round,test_acc,test_auc,train_loss
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,2,0.07042910447761194,,4.165894115409524
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,3,0.12040245202558636,,3.796359765278531
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,4,0.146455223880597,,3.5779472607367806
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,5,0.16517857142857142,,3.446216978204544
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,6,0.201159381663113,,3.2054494705765384
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,7,0.23227611940298507,,2.9730414151294196
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,8,0.2501998933901919,,2.8490337428770847
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,9,0.26725746268656714,,2.7298965666899293
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,10,0.279384328358209,,2.6457490214957633
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,11,0.2966417910447761,,2.5101172392473012
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,12,0.30417110874200426,,2.452209579267914
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,13,0.31369936034115137,,2.382733992532678
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,14,0.32029584221748403,,2.3300786581008786
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,15,0.3233608742004264,,2.292898927063484
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,16,0.33755330490405117,,2.2047745599911837
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,17,0.3480143923240938,,2.1397515208710094
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,18,0.36100746268656714,,2.0422065506573874
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,19,0.3705357142857143,,1.9990426882681187
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,20,0.37373400852878463,,1.9640855188243775
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,21,0.3761327292110874,,1.9392876446098142
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,22,0.38039712153518124,,1.8938268744617817
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,23,0.3865271855010661,,1.8509395243609985
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,24,0.3988539445628998,,1.7636736379653715
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,25,0.4029184434968017,,1.7154068527414048
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,26,0.4069829424307036,,1.6788515459422937
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,27,0.41091417910447764,,1.6404358059518978
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,28,0.4147121535181237,,1.6009072396785862
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,29,0.4187100213219616,,1.5590307076183314
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,30,0.42357409381663114,,1.5022417952421945
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,31,0.42677238805970147,,1.4655677673434495
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,32,0.4295708955223881,,1.4247327993614936
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,33,0.43350213219616207,,1.3737439551084478
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,34,0.4364339019189765,,1.3408215333418692
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,35,0.4406982942430704,,1.3027440697986796
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,36,0.44363006396588484,,1.2626302023203788
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,37,0.44529584221748403,,1.233282435604267
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,38,0.4459621535181237,,1.2049621646955837
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,39,0.4499600213219616,,1.1593824359656486
Cifar100,Fedpkda,cifar100_fedpkda_lp0.3_gp0.5,0,40,0.4528917910447761,,1.1167868011149285
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,0,0.010794243070362473,,4.606217399319339
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,1,0.042244136460554374,,4.365283464883234
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,2,0.06996268656716417,,4.169604916948797
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,3,0.12006929637526652,,3.8034124955753055
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,4,0.14578891257995735,,3.587447204618784
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,5,0.1644456289978678,,3.458058366984906
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,6,0.20015991471215352,,3.2200772031125577
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,7,0.23074360341151387,,2.989300074257284
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,8,0.24833422174840086,,2.8667865411080196
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,9,0.2645255863539446,,2.7485516828028316
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,10,0.2764525586353945,,2.6632228909710056
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,11,0.29364339019189767,,2.526859472837247
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,12,0.30103944562899787,,2.466755457922034
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,13,0.3115005330490405,,2.3949154978435154
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,14,0.3181636460554371,,2.340663475889855
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,15,0.32196162046908317,,2.302053646971523
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,16,0.3368869936034115,,2.2097769434943193
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,17,0.34814765458422176,,2.1406405568761255
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,18,0.36060767590618337,,2.038363140423525
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,19,0.36960287846481876,,1.9918791672367149
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,20,0.3714685501066098,,1.9544965082387846
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,21,0.3746668443496802,,1.9274353223883736
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,22,0.3790644989339019,,1.8788615178525638
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,23,0.3850613006396588,,1.8326590788955988
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,24,0.3987873134328358,,1.7401533552000923
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,25,0.40245202558635396,,1.6893471230016952
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,26,0.40618336886993606,,1.6506080495081217
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,27,0.41044776119402987,,1.6099708734219178
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,28,0.41431236673773986,,1.5679415895742248
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,29,0.4187100213219616,,1.5215488115152007
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,30,0.4247734541577825,,1.4605640102735122
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,31,0.42723880597014924,,1.4210623402822788
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,32,0.4304371002132196,,1.3781883444414953
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,33,0.43550106609808104,,1.3230289809514864
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,34,0.43789978678038377,,1.2868677877137082
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,35,0.44136460554371004,,1.2449051173339354
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,36,0.4438299573560768,,1.2017160081854892
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,37,0.44576226012793174,,1.1696829528137855
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,38,0.44576226012793174,,1.139204774869846
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,39,0.44956023454157784,,1.089854281838559
Cifar100,Fedpkda,cifar100_fedpkda_lp0.6_gp0.3,0,40,0.45242537313432835,,1.0442373554319708
Flowers102,FedAvg,flowers_fedavg_cnn,0,0,0.00872515753756665,,4.625932720766405
Flowers102,FedAvg,flowers_fedavg_cnn,0,1,0.03926320891904993,,4.493463319393855
Flowers102,FedAvg,flowers_fedavg_cnn,0,2,0.04701890450799806,,4.340882532603085
Flowers102,FedAvg,flowers_fedavg_cnn,0,3,0.06204556471158507,,4.255382813939606
Flowers102,FedAvg,flowers_fedavg_cnn,0,4,0.07222491517207949,,4.244093142023528
Flowers102,FedAvg,flowers_fedavg_cnn,0,5,0.06931652932622395,,4.146854850511785
Flowers102,FedAvg,flowers_fedavg_cnn,0,6,0.05622879301987397,,4.082352472585943
Flowers102,FedAvg,flowers_fedavg_cnn,0,7,0.10954920019389239,,3.86136103488444
Flowers102,FedAvg,flowers_fedavg_cnn,0,8,0.11488124091129423,,3.7330920689762124
Flowers102,FedAvg,flowers_fedavg_cnn,0,9,0.1289384391662627,,3.6108928282189434
Flowers102,FedAvg,flowers_fedavg_cnn,0,10,0.1434803683955405,,3.4757553748278918
Flowers102,FedAvg,flowers_fedavg_cnn,0,11,0.12069801260300533,,3.4870072359609994
Flowers102,FedAvg,flowers_fedavg_cnn,0,12,0.1328162869607368,,3.3745822123675646
Flowers102,FedAvg,flowers_fedavg_cnn,0,13,0.17789626757149782,,3.1931648260890952
Flowers102,FedAvg,flowers_fedavg_cnn,0,14,0.18952981095492002,,3.068351184639684
Flowers102,FedAvg,flowers_fedavg_cnn,0,15,0.19340765874939408,,3.0100378756302253
Flowers102,FedAvg,flowers_fedavg_cnn,0,16,0.1827435773145904,,2.8886911904779375
Flowers102,FedAvg,flowers_fedavg_cnn,0,17,0.19970916141541445,,2.759166056924685
Flowers102,FedAvg,flowers_fedavg_cnn,0,18,0.22055259331071256,,2.6922766342962143
Flowers102,FedAvg,flowers_fedavg_cnn,0,19,0.20649539505574407,,2.72400455761508
Flowers102,FedAvg,flowers_fedavg_cnn,0,20,0.21473582161900145,,2.6024403670746885
Flowers102,FedAvg,flowers_fedavg_cnn,0,21,0.22879301987396994,,2.52103808034993
Flowers102,FedAvg,flowers_fedavg_cnn,0,22,0.2142510906446922,,2.4926524259738767
Flowers102,FedAvg,flowers_fedavg_cnn,0,23,0.24963645176926805,,2.4361262921984905
Flowers102,FedAvg,flowers_fedavg_cnn,0,24,0.2350945225399903,,2.4381922941441756
Flowers102,FedAvg,flowers_fedavg_cnn,0,25,0.2375181774115366,,2.3776205945506246
Flowers102,FedAvg,flowers_fedavg_cnn,0,26,0.2292777508482792,,2.2517391807458056
Flowers102,FedAvg,flowers_fedavg_cnn,0,27,0.2806592341250606,,2.15071770169186
Flowers102,FedAvg,flowers_fedavg_cnn,0,28,0.2573921473582162,,2.1537451519953135
Flowers102,FedAvg,flowers_fedavg_cnn,0,29,0.24866698982064955,,2.1727257779005114
Flowers102,FedAvg,flowers_fedavg_cnn,0,30,0.26708676684440136,,2.103680088222839
Flowers102,FedAvg,flowers_fedavg_cnn,0,31,0.2724188075618032,,2.0767110325497566
Flowers102,FedAvg,flowers_fedavg_cnn,0,32,0.27047988366456616,,2.0091686034905
Flowers102,FedAvg,flowers_fedavg_cnn,0,33,0.290838584585555,,1.9295494006870553
Flowers102,FedAvg,flowers_fedavg_cnn,0,34,0.27047988366456616,,2.0314121045456432
Flowers102,FedAvg,flowers_fedavg_cnn,0,35,0.2835676199709161,,1.9855569205081918
Flowers102,FedAvg,flowers_fedavg_cnn,0,36,0.27775084827920504,,1.9349056350661071
Flowers102,FedAvg,flowers_fedavg_cnn,0,37,0.27775084827920504,,1.9598662260747248
Flowers102,FedAvg,flowers_fedavg_cnn,0,38,0.2840523509452254,,1.9202639675554527
Flowers102,FedAvg,flowers_fedavg_cnn,0,39,0.2864760058167717,,1.90116539228535
Flowers102,FedAvg,flowers_fedavg_cnn,0,40,0.3015026660203587,,1.8191771002471122
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,0,0.00872515753756665,,4.625932720766405
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,1,0.022782355792535142,,4.5756429807366725
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,2,0.059621909840038775,,4.508188545216656
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,3,0.0349006301502666,,4.438913833867627
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,4,0.03296170625302957,,4.505939102952422
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,5,0.05089675230247213,,4.576052107018411
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,6,0.033931168201648085,,4.492577400129562
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,7,0.0605913717886573,,4.328646873583261
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,8,0.07028599127484246,,4.207016805537065
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,9,0.059621909840038775,,4.274287014631224
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,10,0.10664081434803684,,3.911470918954231
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,11,0.09064469219583131,,4.031299046664537
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,12,0.08822103732428502,,4.086769011592345
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,13,0.11924381968007755,,3.7464181265973915
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,14,0.14251090644692196,,3.5611828468151248
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,15,0.1560833737275812,,3.4911783605570363
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,16,0.12360639844886089,,3.3819677756657716
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,17,0.11972855065438681,,3.4091391686035437
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,18,0.1570528356761997,,3.250123554581842
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,19,0.16917111003393118,,3.258423715423823
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,20,0.1958313136209404,,3.0579854032324185
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,21,0.17498788172564228,,3.1486515443396503
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,22,0.18322830828889966,,2.973722472015454
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,23,0.20116335433834223,,2.9659957615328745
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,24,0.18419777023751818,,3.009966377788084
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,25,0.1827435773145904,,2.9661002827640774
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,26,0.2084343189529811,,2.895897037489213
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,27,0.21037324285021813,,2.907172340138407
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,28,0.22976248182258846,,2.8666996358607055
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,29,0.20067862336403297,,2.759341744741562
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,30,0.19534658264663113,,2.748633929084205
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,31,0.19680077556955888,,2.7572052396772992
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,32,0.22055259331071256,,2.666181235216375
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,33,0.2409112942317014,,2.599797053440228
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,34,0.21715947649054776,,2.6929739550294034
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,35,0.24624333494910325,,2.580749869874453
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,36,0.2525448376151236,,2.4628952221503373
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,37,0.2142510906446922,,2.578921426828616
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,38,0.24769752787203103,,2.417215272053386
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,39,0.22976248182258846,,2.643479664233952
Flowers102,FedAvg,flowers_fedavg_cnn_jr0.1,0,40,0.23800290838584587,,2.7229057942550092
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,0,0.00872515753756665,,4.625932720766405
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,1,0.03926320891904993,,4.495126404619347
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,2,0.06543868153174988,,4.287778919334308
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,3,0.08822103732428502,,4.081225692738629
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,4,0.101308773630635,,3.9126905634877467
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,5,0.11827435773145904,,3.744179567459169
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,6,0.12554532234609792,,3.651724496719298
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,7,0.14687348521570529,,3.499885882928521
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,8,0.15511391177896267,,3.374232148604432
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,9,0.17498788172564228,,3.197205812144994
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,10,0.18031992244304412,,3.1210691402653583
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,11,0.18322830828889966,,3.0694142102545547
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,12,0.19292292777508482,,2.9385982404287896
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,13,0.20794958797867183,,2.809751377930758
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,14,0.2200678623364033,,2.7369039407867826
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,15,0.22733882695104218,,2.610410074771912
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,16,0.24188075618031993,,2.4350716682805675
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,17,0.2501211827435773,,2.3372844907503363
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,18,0.260785264178381,,2.2266717484926333
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,19,0.26369365002423656,,2.152745547346588
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,20,0.2772661173048958,,2.0702521088012884
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,21,0.27775084827920504,,2.016275636100639
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,22,0.2879301987396995,,1.8911632017641042
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,23,0.290838584585555,,1.848179706029736
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,24,0.29665535627726614,,1.741853301710264
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,25,0.3029568589432865,,1.6789953791478025
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,26,0.31507513330101794,,1.5360948430419943
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,27,0.317014057198255,,1.5028373253118115
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,28,0.3213766359670383,,1.4204949093449668
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,29,0.3213766359670383,,1.390354967572059
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,30,0.3247697527872031,,1.3172072864033546
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,31,0.32767813863305867,,1.2769666550432304
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,32,0.3291323315559864,,1.2387201272012103
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,33,0.3388269510421716,,1.136577965047119
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,34,0.33834222006786235,,1.0965051841021234
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,35,0.3393116820164809,,1.05684531124801
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,36,0.34755210857973823,,0.9939211429951951
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,37,0.3480368395540475,,0.9657635072840007
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,38,0.35239941832283084,,0.933170186929222
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,39,0.362094037809016,,0.8708239917615453
Flowers102,Fedpkda,flowers_fedpkda_cnn,0,40,0.3664566165777993,,0.8296497132456595
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,0,0.00872515753756665,,4.625932720766405
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,1,0.022782355792535142,,4.575893377413217
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,2,0.03732428502181289,,4.502701676833857
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,3,0.04992729035385361,,4.39889863141551
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,4,0.057198254968492485,,4.329055617225917
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,5,0.06543868153174988,,4.244354472173332
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,6,0.07416383906931653,,4.166323070630066
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,7,0.0930683470673776,,4.053861302965668
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,8,0.10276296655356278,,3.9834200341954866
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,9,0.12312166747455162,,3.8122160457460366
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,10,0.13475521085797382,,3.707102165235161
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,11,0.1512360639844886,,3.5976032457169786
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,12,0.16723218613669413,,3.484733121921321
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,13,0.16868637905962192,,3.422860786765408
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,14,0.1885603490063015,,3.2357443142327043
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,15,0.19340765874939408,,3.162319621045843
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,16,0.20649539505574407,,3.0005088404673645
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,17,0.2050412021328163,,2.9430074006400253
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,18,0.21182743577314592,,2.8154507456423477
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,19,0.23460979156568104,,2.6162691684769674
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,20,0.2423654871546292,,2.5475535957949687
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,21,0.25545322346097915,,2.3514858919528265
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,22,0.26272418807561804,,2.2381411499320976
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,23,0.275811924381968,,2.074110872495402
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,24,0.2792050412021328,,2.0033831941496776
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,25,0.28114396509936984,,1.9442238309078061
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,26,0.28599127484246245,,1.885200111271575
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,27,0.2898691226369365,,1.83705320678225
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,28,0.2942317014057198,,1.7580578921601298
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,29,0.2932622394571013,,1.704879285204313
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,30,0.29665535627726614,,1.6188314159981887
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,31,0.2985942801745031,,1.5875081329806948
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,32,0.305865244789142,,1.5283896654275848
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,33,0.31846825012118274,,1.3865981329364412
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,34,0.3238002908385846,,1.3014494416580538
Flowers102,Fedpkda,flowers_fedpkda_cnn_jr0.1,0,35,0.32428502181289387,,1.2568083414833293
